#MainDesig,ProbClass,ProbProb
73794,S,0.74
334550,V,1.00
115704,S,0.55
231548,Ad,0.53
101932,S,0.96
240600,D,0.24
239024,Ad,0.97
49691,S,0.68
228475,V,0.41
206130,Ad,0.18
75653,Kl,0.45
202482,S,0.34
272419,Ad,0.37
234473,Ad,0.86
154285,Ad,0.49
16605,V,1.00
284882,Ad,0.68
270271,S,0.45
74470,Kl,0.57
75505,Ad,0.55
210039,Cgx,0.35
16468,S,0.94
274780,Kl,0.24
204473,Kl,0.28
204271,Ad,0.41
103105,V,0.99
268317,D,0.49
51231,Cgx,0.32
29186,V,1.00
90639,V,1.00
337255,V,0.66
223503,V,0.98
384063,Ad,0.36
371911,Ad,0.71
122950,Kl,0.33
280274,Ad,0.34
43175,S,0.99
336014,Kl,0.23
193366,Kl,0.48
108860,S,0.59
55406,Ad,0.79
4173,Bk,1.00
133540,S,0.70
86560,V,1.00
234378,Kl,0.21
189231,V,1.00
154423,S,0.32
33547,S,0.64
113954,C,0.29
342258,Kl,0.17
71307,Bk,0.62
237456,Ad,0.83
79989,C,0.26
335089,V,0.73
52327,Ad,0.59
125521,V,1.00
47687,Kl,0.59
165830,C,0.21
31579,Xt,0.33
119321,Ad,0.90
116657,S,0.63
154432,Ad,0.87
228209,Kl,0.28
93204,Bk,1.00
112278,Ad,0.38
161146,S,0.47
128001,S,0.76
131151,C,0.18
62209,S,0.47
126182,V,0.96
336297,Ad,0.20
267554,V,1.00
54677,S,0.87
148258,C,0.28
97922,S,0.87
4875,S,0.92
237187,Ad,0.32
205538,Bk,0.43
273148,S,0.38
334994,Ad,0.43
116209,S,0.62
366208,S,0.41
26669,Ad,0.81
233274,Ad,0.90
180838,Ad,0.67
96730,S,0.38
125106,Kl,0.19
152186,S,0.29
40829,V,0.57
230912,S,0.93
234783,Ad,0.78
336098,Kl,0.33
427445,Kl,0.28
65563,V,1.00
11696,S,0.99
8790,V,0.99
198416,Ad,0.47
123879,Ad,0.67
77868,Ad,0.31
131024,S,0.35
166666,S,0.78
35692,S,0.92
2008 UC137,S,0.24
57312,S,0.83
89161,Kl,0.73
126528,S,0.32
119143,S,0.96
204607,Ad,0.46
124725,Bk,0.49
187564,Ad,0.45
7352,Xt,0.41
155035,Bk,0.32
226277,Ad,0.78
136290,Ad,0.26
2008 WW39,Ad,0.44
2015 FP140,Ad,1.00
178268,Ad,0.28
226218,Ad,0.37
337253,Ad,0.73
14147,S,0.99
201727,S,0.29
369886,D,0.31
7643,S,0.98
30594,D,0.80
470667,Ad,0.84
116670,C,0.30
79485,C,0.45
414398,Ad,1.00
83162,Bk,0.41
321159,S,0.58
238666,Ad,0.79
480284,V,0.90
208403,Ad,0.43
125059,Xt,0.24
193697,Ad,0.92
231067,V,0.94
120846,Bk,0.87
386659,Ad,0.91
21922,S,0.90
63052,S,0.92
192740,V,0.61
119946,S,0.35
165882,Cgx,0.40
71404,S,0.86
239397,Ad,0.77
348471,V,1.00
207852,Ad,0.41
384787,Ad,0.28
2058,C,0.72
24270,Kl,0.61
84306,S,0.81
30686,C,0.43
335573,Ad,0.81
55368,Ad,0.35
192373,Kl,0.16
4828,Ad,0.60
28116,Cgx,0.47
81228,S,0.89
336836,Ad,0.17
36402,S,0.78
190174,S,0.38
231931,S,0.78
60576,D,0.52
225199,Ad,0.70
203838,Xt,0.24
334572,S,0.78
235875,V,0.49
145707,Xt,0.36
334269,Kl,0.27
12749,S,0.97
205510,Ad,0.74
275845,Kl,0.30
439750,Ad,0.61
57409,Ad,0.76
32061,Cgx,0.43
131022,S,0.59
1318,S,0.52
20608,S,0.84
278995,Ad,0.52
431417,Ad,0.52
381580,Ad,0.79
154321,S,0.31
72574,D,0.38
16590,S,0.66
219213,Ad,0.38
382858,V,1.00
163415,S,0.94
16480,S,0.97
386376,V,0.99
80258,D,0.53
169945,Ad,0.66
77569,Kl,0.44
29196,Kl,0.40
231990,S,0.76
321109,Ad,0.32
50857,S,0.74
57639,Bk,0.37
179742,S,0.80
207868,S,0.34
2741,S,0.96
436789,S,0.99
130215,S,0.38
170045,Ad,0.66
341239,D,0.21
134311,C,0.37
49481,Kl,0.35
233742,S,0.98
231681,Ad,0.47
186406,Kl,0.26
187818,Kl,0.46
185485,Ad,0.53
29219,Kl,0.30
231103,Ad,0.72
232104,S,0.56
180860,S,0.87
17001,V,1.00
335925,Kl,0.23
63848,S,0.63
93746,S,0.25
45399,S,0.92
109531,S,0.67
24252,S,0.90
30092,C,0.41
77007,Cgx,0.30
199086,Ad,0.46
334766,Ad,0.35
154716,V,0.98
278842,Ad,0.63
281570,Ad,0.24
59834,V,0.52
97207,Kl,0.17
12779,Kl,0.56
42860,Cgx,0.33
334192,Cgx,0.27
133354,Kl,0.49
102787,Ad,0.92
93560,Kl,0.51
153426,S,0.51
82669,Kl,0.56
433857,Ad,0.78
222531,Ad,0.59
97607,Kl,0.48
483014,Ad,0.32
30866,Xt,0.39
101970,S,0.86
384839,Ad,0.56
33169,S,0.58
267324,Kl,0.26
51280,S,0.65
820,C,0.89
106558,S,0.50
126384,Ad,0.46
104553,Kl,0.46
70854,V,0.89
227230,Ad,0.99
226688,S,0.31
148255,Ad,0.92
30659,Bk,0.61
22762,S,0.68
66672,Kl,0.48
22381,Ad,1.00
32624,C,0.73
153702,C,0.26
124440,V,1.00
64041,Ad,0.58
225675,Ad,0.94
430934,Ad,0.67
159817,Bk,0.39
107567,V,0.53
84168,Kl,0.37
208954,Ad,0.41
13320,Cgx,0.51
40699,S,0.97
124907,S,0.83
90779,Kl,0.41
38081,S,0.95
69808,Kl,0.83
270486,Kl,0.23
161916,Kl,0.48
166788,Ad,0.25
307409,C,0.43
242232,Kl,0.30
125333,S,0.94
108405,Ad,0.77
90548,V,1.00
469335,Ad,0.72
28532,S,0.99
386983,V,1.00
29700,Ad,0.72
26842,V,0.99
244563,V,0.59
104156,Ad,0.84
200442,S,0.51
102986,V,1.00
335277,Ad,0.86
225334,V,1.00
150446,V,1.00
88091,Kl,0.84
25041,S,0.96
57487,V,1.00
279095,Ad,0.38
227173,V,1.00
248615,C,0.49
455989,Ad,0.44
322245,Ad,0.61
191862,Kl,0.40
195482,Ad,0.38
187156,V,0.99
188369,Kl,0.29
195216,Ad,0.45
333842,Ad,0.54
162059,Xt,0.30
151600,S,0.70
158081,S,0.92
7005,V,1.00
61780,S,0.97
334077,D,0.31
234264,V,0.32
79574,Kl,0.41
426946,S,0.37
39282,Ad,0.46
51296,Kl,0.28
113600,S,0.91
119102,Kl,0.85
202223,Ad,0.25
47096,Ad,0.61
32484,Kl,1.00
284192,Ad,0.23
337668,Ad,0.72
47733,S,0.80
270118,Ad,0.70
237627,Ad,0.30
425398,Ad,0.44
173085,Ad,0.43
335261,Ad,0.26
437609,Ad,0.48
166676,S,0.26
109817,S,0.26
103943,Kl,0.64
164517,Kl,0.52
15582,Kl,0.73
159364,S,0.84
119136,V,1.00
226273,Ad,0.47
98616,S,0.79
234967,C,0.32
80802,Ad,0.47
236866,Kl,0.42
21956,S,0.94
226323,S,0.50
129295,S,0.71
58575,C,0.27
125919,S,0.60
334912,Kl,0.34
190175,Ad,0.90
154336,S,0.34
199456,Ad,0.70
103828,V,1.00
109247,S,0.96
158191,V,0.89
334492,V,0.95
276216,Ad,0.46
336319,Ad,0.91
245029,S,0.29
48033,S,0.54
113113,Kl,0.32
197326,Kl,0.28
275287,V,0.79
192875,S,0.68
136970,S,0.61
93234,Ad,0.54
118484,Ad,0.77
127029,D,0.51
216409,Ad,0.25
26611,V,1.00
2008 TJ149,Ad,0.47
269011,V,0.65
335551,Ad,0.92
163637,Ad,0.40
135302,Kl,0.21
14103,S,0.94
353792,S,0.77
16889,Kl,0.19
95149,S,0.93
133731,S,0.45
25628,S,0.78
481119,S,0.25
2005 NN70,Ad,0.84
53607,Kl,0.45
17931,C,0.65
124735,Kl,0.30
274031,Ad,0.69
2136,Cgx,0.60
126427,S,0.96
130164,Kl,0.32
119053,S,0.98
335787,S,0.20
181886,S,0.97
232493,S,0.75
274022,Bk,0.57
84806,C,0.29
162999,S,0.28
132718,C,0.21
60542,C,0.35
164546,Kl,0.22
201381,Ad,0.59
336050,S,0.45
225657,V,0.73
39574,Bk,0.42
8227,C,0.57
2879,Cgx,0.45
163418,Bk,0.62
114076,Kl,0.43
268282,Ad,0.27
232026,Ad,0.34
27544,C,0.46
80693,S,0.83
276282,Ad,0.88
27595,Xt,0.24
164610,S,0.28
35,Cgx,0.40
40114,S,0.99
231525,V,0.69
233716,V,0.56
24130,S,0.56
195609,Ad,0.30
197901,Ad,0.85
268891,Ad,0.38
74482,Ad,0.24
42084,Kl,0.45
341627,Ad,0.54
119163,Ad,0.68
226320,V,0.41
89928,Ad,0.69
46761,S,0.49
93119,Ad,0.90
280988,Ad,0.43
181531,S,0.96
48734,V,0.91
231757,Ad,0.37
28521,S,0.59
17945,S,0.76
147444,C,0.23
70904,Kl,0.60
2012 PB23,V,0.75
12261,S,0.98
281317,Bk,0.48
192350,S,0.42
333695,S,0.35
182265,S,0.98
132782,Kl,0.89
50226,S,0.49
382197,Kl,0.45
5928,D,0.38
278970,Ad,0.71
279736,Ad,0.27
50082,V,0.97
42277,S,0.89
206362,S,0.64
123696,V,0.93
197010,Ad,0.20
124821,Ad,0.31
166621,Ad,0.35
238163,Ad,0.31
126661,S,0.78
99548,S,0.34
56566,V,1.00
58486,S,0.51
335233,Ad,0.86
14045,S,0.78
66740,Xt,0.24
123223,S,0.95
118305,V,1.00
2008 UA1,S,0.73
234301,Ad,0.59
230487,S,0.32
37313,Kl,0.46
281026,S,0.55
267152,V,1.00
103253,S,0.65
342011,Ad,0.50
386917,V,0.35
53697,Ad,1.00
95386,Kl,0.21
125095,Kl,0.84
136891,S,0.98
59052,S,0.91
114161,Ad,0.88
283519,Ad,0.43
424921,Ad,0.56
376869,Ad,0.90
334288,Ad,0.48
207948,Ad,0.42
149663,Bk,0.71
76567,Bk,0.67
66849,Kl,0.38
13314,Cgx,0.49
44694,Kl,0.81
6424,Kl,0.50
9930,Bk,0.99
88395,Kl,0.46
333335,C,0.52
151835,S,0.41
35641,S,0.97
53580,V,1.00
15901,S,0.49
143841,V,1.00
153425,S,0.39
49810,S,0.96
220950,S,0.30
278801,Ad,0.68
14545,D,0.75
232569,S,0.45
322333,Ad,0.30
335838,V,0.40
70041,C,0.83
431687,Ad,0.77
224015,S,0.48
162986,Kl,0.40
51985,Kl,0.43
201234,Ad,0.36
145977,V,0.89
98774,Kl,0.33
66111,V,1.00
427742,Kl,0.27
386996,Bk,0.41
162427,Ad,0.66
336194,Ad,0.56
84123,S,0.62
13661,Ad,0.85
165885,D,0.60
156437,S,0.88
192293,S,0.51
333673,S,0.21
104459,V,0.54
28645,Cgx,0.38
63458,Xt,0.31
67264,V,1.00
117660,Ad,0.82
49602,Bk,0.78
335695,Ad,0.47
210307,S,0.34
382213,Ad,0.68
278584,V,0.86
164661,Ad,0.23
2008 SU62,V,0.53
25629,S,0.93
99633,Ad,0.92
384456,Ad,0.42
95684,S,0.45
29606,V,1.00
127486,Kl,0.27
232868,V,0.29
11841,S,0.74
59252,V,0.39
79572,S,0.80
47211,S,0.97
95348,S,0.84
171068,S,0.67
21280,S,0.98
2012 RG41,S,0.50
2005 QW106,S,0.23
2015 LZ22,V,0.47
434606,Ad,0.94
102686,V,0.87
158397,Ad,0.26
78013,S,0.82
336220,Ad,0.80
103072,Ad,0.61
199639,Ad,0.48
196984,S,0.20
335578,Ad,0.59
48051,S,0.36
195521,Ad,0.47
104427,Kl,0.32
277165,V,0.89
230671,Ad,0.35
335150,S,0.72
332576,Kl,0.52
471562,Ad,0.69
83454,Kl,0.27
2008 SN87,Ad,0.33
45609,S,0.93
27198,Xt,0.25
2008 YZ27,S,0.74
80197,S,0.88
118336,Ad,0.61
278975,Kl,0.34
160150,Bk,0.76
78225,Kl,0.35
336860,Ad,0.68
187105,S,0.44
7752,S,0.93
269750,S,0.72
336878,V,0.91
153052,S,0.95
198629,Kl,0.22
275400,Ad,0.53
342046,Ad,0.85
105048,S,0.63
2012 PJ18,Kl,0.23
336692,Ad,0.27
333963,Kl,0.20
316681,S,0.56
113223,Kl,0.68
80767,V,1.00
344036,S,0.66
350203,Ad,0.42
41391,S,0.98
121232,Ad,0.93
202071,Ad,0.58
77739,Xt,0.28
69561,S,0.99
267210,S,0.75
101588,S,0.36
198385,S,0.31
244930,Kl,0.43
26081,Bk,0.88
456664,Ad,0.86
50677,Kl,0.92
76452,Kl,0.88
389363,S,0.37
115886,S,0.55
336586,Ad,0.38
204689,Kl,0.31
70790,V,0.69
43781,S,0.83
471573,Ad,0.50
70769,D,0.30
336602,S,0.32
99279,Xt,0.48
287402,C,0.41
336263,Ad,0.54
188192,Ad,0.96
335322,Ad,0.56
244,S,0.65
90036,Ad,0.38
10014,Kl,0.45
79635,Bk,0.48
333978,Kl,0.30
28543,V,1.00
188194,S,0.96
13287,V,1.00
127687,S,0.76
18786,S,0.97
193296,S,0.74
63688,D,0.40
334068,S,0.82
267501,S,0.66
382210,Ad,0.32
231880,S,0.22
145063,S,0.34
28867,S,0.97
158420,S,0.39
2006 BA27,Ad,0.94
290763,Ad,0.44
334287,S,0.27
57325,Ad,0.48
77906,S,0.45
116531,S,0.90
62545,Kl,0.65
161133,Bk,0.90
281299,S,0.79
54363,S,0.57
376034,Kl,0.20
57894,S,0.99
108250,V,1.00
4621,Kl,0.41
230137,Kl,0.58
334517,Bk,0.96
334604,S,0.61
228695,S,0.79
117790,Kl,0.39
101235,Bk,0.73
2015 CZ61,Ad,1.00
335908,Kl,0.38
272962,Ad,0.32
99150,S,0.41
131245,D,0.36
44785,S,0.89
77122,V,1.00
87593,S,0.99
90552,S,0.83
475022,V,1.00
93689,S,0.50
271818,S,0.89
226230,Ad,0.71
43709,S,0.48
233729,S,0.43
29521,S,0.97
6583,Xt,0.37
55601,Kl,0.41
130786,V,0.97
225696,S,0.99
2002 QB154,Ad,0.52
2011 CF109,V,0.84
478459,Bk,0.59
7551,D,0.43
24051,S,0.70
13629,Ad,0.62
336006,V,0.60
207378,Ad,0.54
90668,S,0.95
334090,S,0.80
191091,V,0.81
335869,Ad,0.66
2008 RA19,S,0.29
65509,S,0.89
86768,V,1.00
51487,V,1.00
346470,Ad,0.99
232721,Kl,0.33
269093,Ad,0.93
2015 DQ99,Ad,0.82
285687,Ad,0.48
122408,S,0.92
187149,S,0.89
268344,V,0.60
167887,S,0.70
95539,S,0.58
334015,S,0.68
108336,S,0.53
89995,Ad,1.00
114056,S,0.64
52125,Kl,0.34
438893,S,0.74
71045,Bk,0.96
335161,S,0.91
335501,S,0.71
428400,Ad,0.66
183004,V,1.00
457900,Ad,0.34
335887,V,1.00
198205,Ad,0.97
70621,D,0.23
226165,Bk,0.99
47914,Kl,0.56
160682,Kl,0.60
201576,V,0.78
276584,V,0.50
334210,Ad,0.75
1793,S,0.78
192264,S,0.59
9076,V,1.00
336154,V,0.56
239457,Ad,0.32
461108,Ad,0.47
127510,D,0.25
283173,Bk,0.23
28369,Kl,0.67
64114,S,0.87
192749,Kl,0.51
2008 SX66,S,0.48
116173,Kl,0.23
243173,S,0.46
428008,V,0.99
88752,Kl,0.40
156855,Ad,0.60
30160,S,0.94
335670,Ad,0.92
199684,V,0.87
276509,Kl,0.55
124946,V,1.00
385739,Ad,0.89
82782,Kl,0.74
117133,S,0.85
167791,S,0.84
383862,V,0.96
339548,Ad,0.71
38936,V,1.00
193589,S,0.46
276555,V,0.82
93703,S,0.83
2199,S,0.74
64758,Cgx,0.49
273168,Ad,0.46
42965,Kl,0.71
227181,V,0.75
68506,S,0.53
38837,S,0.91
342340,V,0.71
74062,Ad,0.89
99861,C,0.38
92887,S,0.54
163420,Kl,0.54
275763,C,0.33
206272,Ad,0.58
472734,Ad,0.35
383895,Ad,0.88
70688,Kl,0.39
103418,V,1.00
166674,S,0.44
334108,V,1.00
90223,V,1.00
21949,V,1.00
36580,S,0.62
59091,S,0.30
9326,D,0.62
119176,V,0.51
272552,Ad,0.70
129380,S,0.87
109008,S,0.96
84193,S,0.60
14782,S,0.62
193561,V,0.98
228510,S,0.81
159656,S,0.33
31653,Kl,0.25
50115,Ad,1.00
278396,S,0.19
9668,S,0.96
235838,S,0.80
201559,V,0.84
235173,S,0.55
66563,S,0.53
40865,S,0.99
55161,Kl,0.30
237249,S,0.49
269205,Kl,0.21
33824,Ad,0.46
113516,V,1.00
38254,Kl,0.66
175635,Kl,0.29
45970,Ad,0.48
35501,S,0.90
2008 UP209,Kl,0.25
317807,Kl,0.25
150219,S,0.78
276565,C,0.22
474252,V,0.56
8926,C,0.88
49588,Kl,0.39
229928,S,0.55
147500,Xt,0.24
63233,S,0.82
15635,C,0.40
72642,D,0.36
109240,Kl,0.64
238387,Bk,0.29
120209,Ad,0.71
233597,Ad,0.81
56157,S,0.99
12280,S,0.99
228517,Ad,0.53
223514,D,0.41
129573,C,0.24
384785,Kl,0.27
14287,S,0.98
60439,S,0.77
110106,Kl,0.21
46329,Ad,0.96
343348,V,0.66
198657,C,0.19
83004,Kl,0.18
242355,Ad,0.17
334910,S,0.47
7314,C,0.59
234952,Kl,0.29
25235,Kl,0.41
381931,Kl,0.31
228821,Ad,0.53
11775,S,0.98
52417,Kl,0.30
233694,Ad,0.72
277689,S,0.57
4192,C,0.84
237657,Ad,0.91
347361,Kl,0.28
189420,Ad,0.60
29273,Kl,0.35
468442,Ad,0.85
80259,Ad,1.00
2008 MW1,V,0.50
335844,C,0.61
50905,C,0.20
11684,Cgx,0.54
278258,Ad,0.87
88516,S,0.79
322344,Ad,0.30
11273,Kl,0.28
53960,Kl,0.31
26386,S,0.94
78821,S,0.96
130937,Kl,0.53
198329,S,0.42
3598,Xt,0.40
198547,Kl,0.41
159647,Ad,0.39
41419,Ad,0.72
100250,Bk,0.74
30284,Kl,0.20
128874,S,0.64
2593,S,0.90
329808,S,0.75
4677,C,0.62
110949,Cgx,0.29
168675,S,0.30
123426,S,0.45
231987,S,0.56
150361,Ad,0.38
47233,S,0.90
133309,S,0.41
339445,Ad,0.43
141792,Ad,0.68
169375,Ad,0.78
153470,C,0.39
42370,C,0.90
59449,S,0.47
41331,S,0.75
44543,S,0.66
268058,Ad,0.61
93030,S,0.37
39591,D,0.76
52388,S,0.80
84507,Ad,0.90
148397,S,0.44
136810,Ad,0.19
205711,Ad,0.58
66772,Ad,0.37
139354,Ad,0.37
155262,Bk,0.59
260299,Ad,0.66
23518,Ad,0.82
66036,Ad,1.00
13786,S,0.89
185443,Ad,0.87
111547,Ad,0.60
89714,Ad,0.32
112331,Ad,0.26
408250,Ad,0.27
216017,Ad,0.87
150306,C,0.34
78095,Ad,0.60
5212,C,0.63
221758,Ad,0.79
35656,Xt,0.43
86148,Ad,0.71
71670,S,0.91
134503,Ad,0.30
307417,Kl,0.38
73770,Ad,0.65
112676,Ad,0.36
91550,Ad,0.64
150629,Ad,0.25
257521,Ad,0.91
18428,Bk,0.57
357407,Ad,0.62
150261,Ad,0.72
215297,Ad,0.41
11943,C,0.68
35013,Bk,0.24
108973,Ad,0.30
86105,Bk,0.30
240439,Bk,0.60
138132,Kl,0.26
145111,Ad,0.92
35657,S,0.93
263746,C,0.25
188571,Ad,0.31
54763,D,0.18
44226,S,0.55
139788,S,0.55
82333,Kl,0.33
288793,Ad,0.36
140152,V,0.63
45102,V,1.00
18581,V,1.00
40967,S,0.52
15706,V,1.00
136253,Ad,0.90
51219,Xt,0.34
60975,V,0.53
34650,V,0.99
94253,C,0.34
33978,Ad,0.40
114938,Ad,0.91
27312,Kl,0.22
36021,V,1.00
100035,Ad,0.29
102080,V,0.97
75071,S,0.52
155358,S,0.74
35322,Ad,0.42
11452,S,0.96
40855,S,0.67
75710,S,0.20
59942,C,0.35
33468,S,0.51
151685,Kl,0.36
35634,S,0.30
123689,Bk,0.50
84443,Ad,0.27
35368,S,0.84
113267,Ad,0.94
130521,V,0.60
40809,S,0.28
105422,Ad,0.48
222917,Ad,0.69
52279,Bk,0.90
449384,Ad,0.57
42270,Ad,0.96
39543,S,0.54
111271,Ad,0.74
69650,V,0.78
123710,Kl,0.47
1298,Xt,0.70
32521,S,0.56
66293,V,0.99
10217,Ad,0.74
24169,D,0.23
74424,C,0.66
35720,S,0.51
11211,V,0.48
81527,Ad,0.33
81702,S,0.76
41067,Kl,0.23
52796,S,0.42
55846,Kl,0.36
16550,Cgx,0.33
110069,S,0.48
51212,S,0.79
46862,S,0.67
60929,Ad,0.86
6196,Kl,0.46
17714,Ad,0.87
62032,Ad,0.47
64940,S,0.81
24999,S,0.37
33780,Kl,0.32
3722,S,0.97
14862,Ad,0.81
60972,Ad,0.94
64026,S,0.64
15727,Ad,0.37
92039,Ad,0.31
139873,Kl,0.53
71977,Ad,0.41
5699,S,0.58
60022,C,0.21
5285,D,0.75
113845,Ad,0.88
1573,S,0.96
79907,S,0.93
14780,S,0.82
45365,Kl,0.54
246089,D,0.44
207749,Ad,0.90
109325,Ad,0.60
83834,Kl,0.46
59569,V,1.00
180003,Kl,0.22
86197,Ad,0.21
68782,V,0.96
167847,Bk,0.45
8775,V,0.68
290785,Ad,0.46
91844,S,0.29
174459,Ad,0.75
2013 EA128,Kl,0.24
28179,S,0.78
69742,V,1.00
107584,S,0.61
77710,S,0.91
52280,S,0.60
86078,V,0.99
75808,S,0.75
43462,V,0.52
204406,Ad,0.43
63043,D,0.40
37192,V,1.00
173381,Ad,0.76
207501,V,1.00
4680,Kl,0.65
121885,Ad,0.95
128208,Ad,0.98
177933,Ad,1.00
82396,S,0.70
151321,C,0.27
128740,V,0.83
130558,V,0.95
142266,Ad,0.87
66075,C,0.28
41144,C,0.38
46975,S,0.32
14629,Ad,0.65
171544,V,0.51
52620,Ad,0.26
98618,Ad,0.75
130515,V,1.00
38914,V,1.00
103406,S,0.61
2575,S,0.82
59933,Ad,0.39
95367,Ad,0.42
41269,Xt,0.32
41876,S,0.84
46579,S,0.94
256235,Ad,0.51
315869,Ad,0.35
206319,Ad,0.53
159542,V,0.96
18012,V,1.00
107279,Bk,0.61
41719,Ad,0.74
162332,Ad,0.83
38241,Bk,0.98
18051,Kl,0.48
9120,Xt,0.32
40864,Bk,0.72
110573,Ad,0.46
39983,V,0.98
10486,S,0.93
86281,C,0.85
41080,Ad,0.43
78857,Kl,0.52
115381,S,0.86
407715,Ad,0.36
302074,S,0.48
34375,Ad,0.77
477,S,0.96
58429,S,0.83
99669,Ad,0.49
5610,Bk,0.99
306577,V,0.69
68071,V,0.56
12557,Cgx,0.39
35801,Kl,0.37
127850,Ad,0.95
91742,V,0.45
115158,Ad,0.98
40576,Kl,0.23
157043,Ad,0.23
114664,Ad,0.32
122498,Ad,0.96
94718,Bk,0.25
44266,Ad,0.35
134818,Bk,0.31
250081,C,0.32
17184,Cgx,0.49
36900,C,0.39
84828,Ad,0.51
362647,V,0.48
34492,D,0.39
68930,Ad,0.46
148455,Bk,0.56
102157,S,0.59
20726,Kl,0.36
81586,S,0.95
11104,Kl,0.44
176905,S,0.19
161983,S,0.34
51372,V,1.00
21211,Kl,0.46
18265,S,0.96
477697,Ad,0.97
37537,Kl,0.48
32270,C,0.80
67446,Kl,0.61
37113,V,1.00
32717,S,0.67
78898,Ad,0.39
39949,V,1.00
48374,Ad,0.22
153233,Ad,0.39
359200,Ad,0.48
405797,Ad,0.96
108364,S,0.75
108122,Kl,0.20
213848,V,0.96
63000,C,0.32
90648,Ad,0.32
90910,C,0.29
440944,Ad,0.27
207464,Ad,0.70
22903,S,0.64
20239,Ad,0.86
256999,Ad,0.61
2824,Kl,0.69
66266,V,1.00
11788,Ad,0.59
9682,V,0.97
2623,S,0.94
52995,V,1.00
119390,Ad,0.98
65231,Ad,0.67
39951,V,0.93
48195,S,0.38
42979,V,0.96
70824,Bk,0.38
74540,S,0.32
201059,Ad,0.77
56479,C,0.82
83263,Kl,0.36
246045,Ad,0.98
421676,Ad,0.83
157039,Ad,0.27
135084,S,0.33
153283,Ad,0.32
222234,Ad,0.80
106937,Ad,0.73
180727,Ad,0.54
56771,Ad,0.76
4437,Kl,0.43
95543,Ad,0.36
25189,V,0.48
14293,S,0.43
15329,S,0.40
65192,S,0.61
39897,Ad,0.41
46318,S,0.22
67600,V,0.92
17075,S,0.60
28771,Ad,0.75
61923,S,0.54
112169,S,0.26
222916,Bk,0.98
132053,Ad,0.90
215720,D,0.40
14630,S,0.93
23130,S,0.69
360788,Ad,0.43
303630,Ad,0.81
37919,Cgx,0.34
81908,S,0.93
150596,C,0.32
252666,Kl,0.21
79873,S,0.36
39087,V,1.00
43286,D,0.31
98072,Ad,0.97
19257,V,1.00
21430,V,0.96
19656,V,1.00
92140,C,0.22
305835,Ad,0.45
459565,Ad,0.98
62340,S,0.43
361452,Kl,0.29
252827,C,0.20
354171,Kl,0.24
398367,Ad,0.79
29505,Bk,0.94
16810,S,0.27
89360,S,0.65
29253,Kl,0.95
919,C,0.34
85188,S,0.80
128445,Ad,0.97
215913,S,0.35
247186,Ad,0.89
58630,C,0.23
88449,Ad,0.70
167099,V,1.00
150600,Ad,0.75
348526,Ad,0.46
295816,Kl,0.32
109867,D,0.24
84508,Ad,0.90
305130,Ad,0.58
216925,Ad,0.69
67910,V,1.00
7865,S,0.88
86644,S,0.76
22980,S,0.77
70180,Ad,1.00
35173,S,0.66
16341,S,0.89
16820,Bk,1.00
361641,Ad,0.85
146108,C,0.25
362191,Ad,0.24
252763,Ad,0.17
38974,Ad,0.60
51123,Kl,0.41
90814,Ad,0.51
22324,V,0.65
14032,Bk,0.94
68200,C,0.17
4228,V,1.00
8657,S,0.50
57720,Bk,0.99
46339,Bk,0.52
15336,Kl,0.22
16649,S,0.44
28560,S,0.93
74003,V,0.55
8730,Ad,1.00
154240,Kl,0.23
79435,Bk,0.98
82372,S,0.91
294218,Ad,0.97
151497,Kl,0.32
81417,C,0.17
99128,Kl,0.66
1964,Ad,0.23
459,S,0.86
14549,S,0.87
42942,Ad,0.57
73286,Bk,0.38
20646,Ad,0.93
79876,Ad,0.85
67998,V,0.95
117467,C,0.33
37544,Ad,0.97
20587,Kl,0.33
37114,S,0.32
46465,V,1.00
100855,S,0.59
46943,S,0.81
57686,S,0.55
32836,Xt,0.25
219386,Ad,0.54
68875,Ad,0.40
2524,C,0.45
258569,Ad,0.77
32671,Ad,0.30
21098,Ad,0.31
256442,Ad,0.39
248468,Kl,0.31
143049,Ad,0.75
483271,Ad,0.97
297342,V,0.88
106550,Kl,0.85
2013 DH16,Ad,0.82
2011 UK3,Bk,0.21
123842,Ad,0.36
68861,Kl,0.40
316314,Ad,0.72
24675,S,0.62
81925,C,0.33
95209,Kl,0.38
106283,Ad,0.72
2013 GR24,Kl,0.18
275743,Ad,0.34
89338,S,0.97
421467,Ad,0.83
18866,Kl,0.43
180984,Ad,0.36
67856,V,0.99
357057,Ad,0.93
66903,Kl,0.62
93716,C,0.63
271716,Ad,0.95
266869,Ad,0.80
311324,Ad,0.99
83255,Ad,0.18
90077,Bk,0.25
172649,V,0.76
21016,Ad,0.42
83532,S,0.87
352556,Ad,0.97
99070,D,0.44
21691,Ad,0.50
66320,S,0.42
66085,Ad,0.22
127296,Ad,0.38
69601,Ad,0.57
67769,Ad,0.56
85544,Ad,0.96
244529,Ad,0.34
130444,Ad,0.95
15959,S,0.73
42782,Ad,0.28
17192,S,0.57
16873,V,1.00
146049,Ad,0.69
160636,Ad,0.79
144524,Ad,0.34
43119,S,0.25
96562,S,0.57
257354,Ad,0.50
248,C,0.96
22662,Ad,0.22
260265,S,0.75
15011,S,0.45
99926,V,0.62
135725,S,0.31
286696,Ad,0.43
218374,Kl,0.35
13218,S,0.97
140154,Ad,0.99
357232,Ad,0.90
