MainDesig,TaxClass,MCProb
65068,V,1.0
50483,Ds,0.269144
178673,S,0.812231
20931,S,0.999062
274999,Ad,0.472413
89244,V,0.415415
363719,S,0.365851
99587,S,0.545733
30110,Cgx,0.396075
324723,S,0.540908
57143,C,0.967829
92132,Cgx,0.427241
361634,V,0.709724
72799,S,0.566327
51126,S,0.874964
83869,Ad,0.884582
75194,Ds,0.982324
266983,Ad,0.637315
204638,S,0.264637
225041,C,0.40245
192190,V,0.582951
260369,Ad,0.964725
51152,Ds,0.399496
110702,C,0.581864
13340,Cgx,0.630459
2849,C,0.852416
160108,S,0.659317
4349,Xt,0.999995
486998,Ad,0.996493
176183,S,0.473161
59257,S,0.998603
309984,Ad,0.655163
154171,C,0.314104
38876,V,0.971055
56398,Ds,0.421554
127890,C,0.58296
347629,Kl,0.337362
208528,S,0.495241
204947,S,0.55121
170482,V,0.912961
164243,Ad,0.448814
1518,S,1.0
18435,S,0.987325
212153,Ad,0.973257
33562,V,1.0
57943,V,0.999618
124024,Ad,0.870737
130806,S,0.872205
121810,S,0.489034
146577,Ds,0.633626
244228,Ad,0.593484
92350,S,0.532029
18923,Ds,0.532368
83249,S,0.833492
91330,S,0.645183
81762,S,0.887928
97653,C,0.902698
13342,S,0.976671
258434,S,0.814756
422232,Ad,0.83153
37154,Ds,0.338085
31830,Cgx,0.583525
359515,Ad,0.922072
140437,S,0.996524
5649,S,0.948633
173437,Ad,0.991087
130860,Ad,0.342854
317339,Ds,0.63764
227710,Ad,0.917753
38573,Cgx,0.460014
88405,Ad,0.758452
76103,V,0.664504
242248,S,0.762856
248294,S,0.592965
231461,S,0.953878
116996,C,0.279021
119636,Ad,0.234524
146054,Ds,0.428183
43578,S,0.999949
318139,S,0.255225
215280,C,0.2532
222329,S,0.999314
1207,Cgx,0.830634
75830,S,0.936972
76314,S,1.0
56034,V,0.524793
46260,Kl,0.517752
124618,S,0.56856
181553,S,0.270559
333115,Ad,0.687762
50768,S,1.0
116082,Ds,0.598012
148307,S,0.894999
91880,Ds,0.494331
79882,S,0.977561
405329,Ad,0.674737
14475,Kl,0.550497
71218,S,0.468574
22694,S,0.999713
43205,S,0.48659
170280,S,0.371329
47757,Ad,0.843086
177809,S,0.643885
132948,Ad,0.955963
75036,V,0.999936
314872,Ad,0.376371
191480,V,0.495279
114226,S,0.795857
241352,Ad,0.953222
90623,V,0.446466
63992,Ad,0.417604
143035,S,0.923161
17366,S,0.430092
61563,Ad,0.860961
43494,S,0.834551
64528,S,0.817774
45050,S,0.999432
12205,S,0.470133
82524,S,0.967518
323634,Ds,0.473907
94427,S,0.873199
108006,Ad,0.269196
176273,Ad,0.883096
34986,S,0.931294
33694,S,0.867421
32265,Cgx,0.459039
92646,V,0.999406
245230,Ad,0.605291
152118,C,0.697536
155797,C,0.320597
164235,V,0.981323
258732,Ad,0.526676
362813,S,0.451972
260628,C,0.829782
154207,Ad,0.999999
71171,V,0.542536
90774,S,0.48478
16968,C,0.229029
14030,V,0.597701
124000,Ad,0.626614
63426,S,0.61447
401878,S,0.307688
179165,Ad,0.955363
118982,S,0.588584
14706,S,1.0
218300,S,0.59401
151880,Ad,0.415319
208891,S,0.538971
108077,S,0.436695
188575,Ad,0.889494
215211,S,0.690554
99683,C,0.704102
117568,Ad,0.436571
6362,Kl,0.498988
109347,Cgx,0.423112
72669,Ad,0.643152
286800,C,0.832268
10393,Ad,1.0
215955,S,0.857845
401830,Ad,0.730279
76327,Kl,0.355153
219204,C,0.341236
59992,C,0.534023
123662,Ds,0.717532
288951,Ad,0.413832
357944,S,0.680216
67551,Ad,0.405634
2387,Cgx,0.393455
29996,Cgx,0.373084
84846,Ad,0.589352
22714,Kl,0.351105
222923,Ad,0.627339
28328,S,0.372928
232522,C,0.62768
49737,S,0.709879
30244,S,0.370566
125725,Ad,0.999975
23961,C,0.798858
25384,Ds,0.563099
149993,Ds,0.357829
219955,Ds,0.320844
156602,Ad,0.316123
128204,Ds,0.494495
12000,C,0.630128
12047,Kl,0.620821
14737,S,0.812645
35464,C,0.38584
223776,C,0.442107
67328,Ad,0.556215
177482,S,0.43875
482787,Ad,0.85812
76658,S,0.947338
98321,V,0.784116
13398,V,1.0
135878,S,0.686834
291496,Ad,0.843843
244232,V,0.999999
251140,Ad,0.501469
303299,S,0.736447
96260,Ad,0.826101
29979,V,0.767936
117348,C,0.907097
6363,V,1.0
242018,S,0.319356
43061,S,0.80551
7459,V,1.0
94239,V,0.531988
32531,S,0.647722
257185,S,0.546164
813,S,1.0
43490,S,0.593546
94895,V,0.996062
125501,V,0.936676
158281,V,0.999167
17068,Xt,0.350221
40748,S,0.952433
166170,Ad,0.417503
41880,V,0.999747
93802,C,0.728607
179981,Ds,0.653185
47670,S,0.976239
29696,S,0.433579
31711,S,0.940744
22046,Ds,0.980694
109616,S,0.699852
296568,S,0.355793
176956,C,0.289125
222064,Ad,0.957652
56518,C,0.741902
143176,S,0.714354
53122,Kl,0.381857
52222,S,0.958082
139500,S,0.501623
1115,Cgx,0.998878
63602,S,0.723925
18898,S,0.655361
215501,Ad,0.984559
81588,Ds,0.637297
117319,Ds,0.735343
81461,Cgx,0.898622
1665,S,0.718041
108792,Ds,0.365147
134396,S,0.612858
54681,Ad,0.801354
94213,C,0.592835
267249,Ad,0.789627
167109,S,0.489738
263688,Ad,0.789113
243076,Ds,0.549455
310053,S,0.743833
243789,Ad,0.656327
101202,Ad,0.294106
2652,Ds,0.746961
103366,S,0.250686
133202,V,1.0
45774,S,0.999994
64481,V,0.797269
13322,C,0.999778
156705,V,0.522047
303395,V,0.95096
49079,S,0.997461
10504,S,1.0
107959,S,0.303627
133393,V,0.785746
123856,Ad,0.73453
22434,C,0.366512
63907,S,0.896593
130575,S,0.866563
91792,C,0.733749
266993,V,0.333014
176419,S,0.563935
34576,S,0.401892
101537,Ad,0.513863
112686,S,0.605289
17976,V,0.999967
134471,Bk,0.352241
167046,Xt,0.23261
133632,S,0.999903
255007,S,0.441169
200567,Ds,0.412467
50560,C,0.48007
103719,S,0.625319
27082,S,0.99326
34063,Kl,0.747183
69535,S,0.637597
49130,S,0.825156
2014 NA55,V,0.262008
94174,Kl,0.691104
261717,Ad,0.634638
8532,S,1.0
58050,Kl,0.385847
123820,S,0.94135
96545,V,0.665375
130742,V,0.999732
260249,Ds,0.539475
57448,Cgx,0.352282
365367,Ad,0.498211
33514,Kl,0.650626
61521,V,1.0
29937,S,1.0
306382,Ad,0.409307
42753,Kl,0.6696
266987,Kl,0.243484
223400,Kl,0.336498
259058,Ad,0.770076
2476,Cgx,0.798311
29769,Kl,0.932953
232593,S,0.500017
42104,S,0.548803
110724,S,0.844853
133295,Ad,0.55511
65696,V,0.602299
83298,S,0.986799
363190,S,0.519005
252507,Ad,0.93013
12636,Kl,0.884309
252314,S,0.466733
116966,S,0.680951
2010 MY106,Ad,0.776744
157458,Ds,0.419205
173362,C,0.597781
60289,Kl,0.219237
33370,S,0.995774
3426,Kl,0.882204
310911,S,0.484564
82517,Ad,0.931425
407565,Ad,0.827495
131582,Ad,0.390995
156638,Kl,0.47067
91645,Ad,0.415685
20722,Bk,0.635717
23399,Cgx,0.454843
30317,S,0.961851
34887,Cgx,0.721251
41125,Cgx,0.547917
57335,V,0.250865
70634,Kl,0.323723
317341,Ds,0.470797
113404,S,0.591555
278546,V,0.399853
23738,S,1.0
24195,S,1.0
157063,Ds,0.275352
262262,S,0.636556
181134,Ds,0.314824
401733,Kl,0.262065
89429,V,0.60742
163726,V,0.971894
315342,S,0.238515
138165,S,0.649926
105182,Ds,0.877777
139623,Ad,0.633511
28352,Kl,0.63749
303298,Ds,0.698915
9653,S,0.99818
232285,C,0.779415
3887,Bk,0.845873
35907,Ds,0.635705
68642,S,0.826959
131120,Ds,0.534716
824,Cgx,0.920461
130718,V,0.999524
66395,Ad,0.422867
1225,S,1.0
9592,S,0.904207
3323,Ad,0.569138
70727,S,0.787191
86001,Ad,0.359639
76303,Ds,0.48311
8262,Ad,0.315034
6399,S,0.725035
40613,S,0.346016
62007,C,0.347581
43864,S,0.587648
7044,V,0.973858
99148,Ds,0.628882
46332,S,0.448981
96887,V,0.540155
102370,S,0.341892
160360,Ad,0.63116
22278,S,0.301117
27586,Ad,0.750672
37275,S,0.880953
97014,C,0.637727
37645,S,0.513535
17878,V,0.739682
9621,S,0.438321
10894,C,0.50509
194359,V,0.472284
38403,S,0.716163
132513,Ad,0.579243
51472,Kl,0.816054
8092,S,0.864579
15728,V,0.958144
70874,C,0.372194
69698,Ds,0.561808
37931,S,0.476872
97790,Bk,0.372105
16655,Ds,0.585383
30087,S,0.421828
234371,Ds,0.694259
30383,S,0.805081
36515,V,0.763475
15751,Kl,0.639844
94647,Ds,0.647706
25783,S,0.587741
197553,Ad,0.492715
85451,Ds,0.582214
34761,S,0.583602
239244,Ds,0.406089
74220,Ds,0.727922
10551,Cgx,0.537778
46932,S,0.515252
22464,C,0.433971
129440,S,0.926045
34458,S,0.967286
32690,C,0.68173
10056,V,1.0
26481,Ds,0.647041
21865,S,1.0
240999,Ds,0.588827
35899,Kl,0.496299
209897,Kl,0.257429
60664,S,0.845247
58852,V,0.527421
211594,S,0.590838
17269,S,0.48777
74613,C,0.786331
181616,C,0.569939
101244,Ad,0.593948
45323,V,0.849128
26358,S,0.543788
18935,Ds,0.577238
242210,Ad,0.31086
90175,C,0.539556
206349,V,0.719053
66387,V,0.552072
13115,C,0.638496
57429,S,0.420381
59113,S,0.394551
19912,S,1.0
361156,C,0.515495
105840,Ad,0.720467
207473,V,0.99965
36121,C,0.891697
46322,Ds,0.997607
17108,Ds,0.644889
43379,Ds,0.392433
50991,S,0.85926
181237,Bk,0.628321
67945,S,0.985436
251780,V,0.69421
22213,S,0.370567
23344,S,0.763011
44185,Cgx,0.422282
7149,C,0.394306
20749,Ds,0.559831
35361,S,0.808613
252093,S,0.454141
86293,Ds,0.976614
399507,Bk,0.324687
3408,S,1.0
250332,V,0.441778
53810,Ds,0.492755
143277,S,0.506382
82992,Bk,0.550965
26273,Ds,0.536781
143055,C,0.676275
21539,Cgx,0.310105
71845,Ds,0.312843
109946,S,0.71038
17243,S,0.969526
22242,Kl,0.385115
92143,S,0.420854
91653,C,0.586761
105829,Ad,0.780956
53069,Bk,0.494512
421966,Ad,1.0
121552,S,0.503799
41349,Xt,0.934175
56324,Cgx,0.366377
54304,Ad,0.525752
47130,S,0.974382
421685,Ad,0.951154
289049,V,0.666167
316948,Ad,0.961272
365790,S,0.364122
12365,Xt,0.410656
37204,S,0.634207
78203,S,0.717528
94042,S,0.460217
66305,Ds,0.886825
249935,S,0.929466
223922,C,0.657639
84352,Ad,0.789889
226489,Ad,0.569783
92186,Kl,0.354253
70980,S,1.0
95585,V,0.493296
99002,C,0.447633
2263,Kl,0.867617
167137,Ad,0.670747
25854,C,0.665801
186941,C,0.436154
402402,Ad,0.840439
166121,V,0.963042
196227,Ad,0.66264
196194,S,0.730029
402873,S,0.417487
297190,C,0.458853
20036,C,1.0
200661,S,0.958713
41597,S,0.978189
219870,Ad,0.441324
153086,Bk,0.382953
170226,S,0.877736
307749,S,0.455064
306336,Kl,0.201748
115141,C,0.211386
179978,V,0.535373
200839,S,0.616191
257938,V,0.606095
403746,S,0.303762
364449,S,0.730853
55427,Xt,0.262477
169467,S,0.681836
210001,Ds,0.647755
76058,S,0.522401
303358,Ds,0.55152
84182,S,0.896423
146431,S,0.556333
255458,Ds,0.437503
136607,Kl,0.346835
487148,Ad,0.540765
245840,S,0.807712
52309,C,0.926197
102848,Ds,0.42405
64219,S,0.787131
698,Cgx,0.66551
72878,S,0.736258
216794,S,0.631505
92162,S,0.731119
69950,Kl,0.341154
167064,S,0.808449
78472,C,0.392471
114867,Kl,0.930073
231749,Ds,0.521004
85730,S,1.0
162733,Kl,0.6361
40928,Kl,0.670114
66041,S,0.999253
71514,Kl,0.323786
315070,Ad,0.962738
65123,Bk,0.637484
312013,V,0.693364
401997,S,0.802792
94113,Kl,0.573341
356143,C,0.433829
95443,C,0.408885
92828,Kl,0.350429
358137,C,0.695494
401723,Ds,0.312559
27174,S,0.999066
109711,S,0.584282
142405,S,0.898177
290351,C,0.623355
205876,S,0.613138
49414,C,0.441119
402004,Ds,0.365788
302291,Ds,0.539488
240324,S,0.975525
140016,Ad,0.689455
238083,S,0.749228
2013 FH18,Ad,0.490741
401670,Ad,0.995349
453595,C,0.560258
11926,S,1.0
205802,S,0.943086
353663,V,0.804162
56533,S,0.791772
218444,Cgx,0.350532
314913,Ad,0.933782
200781,Ad,0.644132
73624,V,0.977995
357560,S,0.306718
3748,S,0.999973
2014 OC161,Ad,0.685643
63994,Kl,0.558951
398525,V,0.490835
209848,S,0.745318
330528,Ds,0.472782
210641,Ds,0.692915
170958,S,0.509647
98167,V,1.0
297720,C,0.33672
288865,Ad,0.912299
17769,V,1.0
180042,Ad,0.708903
175711,S,0.890455
2014 OZ167,Ds,0.633791
317980,C,0.519614
99806,S,0.523918
43926,S,0.998515
10940,S,1.0
122515,S,0.993899
319197,S,0.373842
358615,S,0.585703
77806,S,0.97848
129448,S,0.920697
121944,V,0.919906
62948,C,0.902947
88676,Ds,0.922504
72446,Ds,0.526357
396594,S,0.642043
151374,Kl,0.848827
403920,Ad,0.999823
2006 VF66,Ad,0.980379
215959,S,0.995582
125411,Bk,0.301296
7580,Kl,0.998367
261511,Ad,0.581538
134446,S,0.858567
362600,Ds,0.334212
94584,S,0.906094
94008,Kl,0.463856
38371,Kl,0.533996
53011,S,0.990096
252556,S,0.204408
143648,C,0.413072
106954,Cgx,0.463286
302217,Kl,0.380625
258668,Ad,0.955132
130756,V,0.999476
46902,S,1.0
51749,S,1.0
2001 QT108,S,0.86286
241645,Ad,0.332538
308745,V,0.831761
399604,S,0.43876
184158,S,0.412102
362609,S,0.70322
234160,Cgx,0.332508
206430,S,0.802977
79884,Kl,0.391428
2001 PL57,S,0.423921
59318,S,0.991321
152856,S,0.535671
357704,S,0.471512
154964,C,0.535994
55327,S,1.0
99579,V,1.0
42572,S,0.974476
487167,Ad,0.89212
97941,S,0.982189
143196,Ds,0.308973
161665,S,0.592944
60774,Ad,0.647283
58074,S,0.799019
72246,V,0.999658
32381,C,0.98932
487170,S,0.536293
67498,V,0.999906
401208,C,0.337234
302842,Xt,0.228395
458174,C,0.321948
322750,Ad,0.492467
161853,C,0.39684
216935,V,0.732253
73775,S,0.999959
160995,Ad,0.592786
165409,S,0.750965
128193,Ds,0.612517
1541,Cgx,0.696935
239295,S,0.99715
132010,V,0.999991
31903,Kl,0.525321
358491,S,0.357453
296989,Bk,0.500189
191037,S,0.398871
251158,S,0.214012
28726,S,0.999925
30547,S,0.822655
94428,S,0.999353
99381,V,1.0
134738,Ds,0.387849
241959,Cgx,0.49656
235061,V,1.0
218472,Ds,0.279505
303236,Kl,0.393525
15070,S,1.0
208783,S,0.957541
201438,V,0.93168
216173,Ad,0.401744
149523,Ds,0.505542
73361,C,0.849165
262421,Ds,0.311386
358332,S,0.958235
91602,Kl,0.614289
138365,Kl,0.85185
89331,S,0.972775
199083,S,0.776587
46628,C,0.401373
152489,C,0.32695
36081,S,0.951392
242813,C,0.411199
303964,Ds,0.353226
108149,S,0.994116
251246,Ad,0.554631
36824,C,0.462611
13014,C,0.905808
126981,V,0.853463
137012,S,0.595119
57231,Ds,0.799731
162743,Ds,0.421127
451639,C,0.494737
143974,C,0.599035
143143,S,0.703198
5740,S,1.0
311742,Kl,0.317514
419544,S,0.86153
157455,S,0.46277
263932,Ds,0.473701
216896,C,0.655657
7837,C,1.0
104655,C,0.327247
69559,C,0.614981
121729,S,0.467745
251039,S,0.597943
146572,Kl,0.45039
51046,S,0.990955
486618,Ad,0.704514
200643,S,0.543627
216806,Ad,0.438773
2010 UO96,C,0.316291
403439,Ad,0.863454
136147,S,0.712995
30010,S,1.0
91717,Cgx,0.496443
189955,Ds,0.450148
118090,S,0.504734
319134,Ad,0.866159
179295,Ds,0.87606
60190,Kl,0.712867
189153,S,0.808511
61882,Kl,0.423137
133211,V,0.952043
60870,S,0.736835
290489,Ad,0.522308
94267,Kl,0.220156
405929,V,0.714159
173809,S,0.564007
236702,S,0.396781
360744,Ds,0.396894
399580,Ds,0.541032
412692,S,0.991326
297758,V,0.735148
96588,Ds,0.459218
96154,Kl,0.330642
360760,S,0.456704
143336,Ad,0.962672
261277,Ad,0.859108
97228,Ad,0.522688
2013 GQ27,C,0.355156
108273,S,0.996295
92032,S,0.961228
256255,Ds,0.523809
70005,Cgx,0.959092
359408,V,0.891657
254346,Ad,0.946242
293499,S,0.327782
110615,S,0.924769
243955,Cgx,0.607623
2010 PQ63,S,0.86677
222171,Cgx,0.346954
186984,S,0.590244
213955,S,0.750174
399678,Ds,0.433181
184871,S,0.469747
147935,Ds,0.373975
309356,Ad,0.928249
36210,Cgx,0.488165
142473,S,0.677451
361057,Ad,0.885652
21692,V,1.0
121453,Kl,0.402007
313647,C,0.846859
215687,Ad,0.896136
240551,V,0.999319
285258,S,0.67332
454904,Ad,0.619619
6393,Ds,0.381895
457536,Ad,0.655009
362833,Ad,0.781492
258728,C,0.363806
40659,Cgx,0.418708
314931,Ad,0.516993
399588,V,0.653717
25943,Ds,0.941407
84630,Ad,0.901347
333949,S,0.34103
94033,S,0.686281
219928,S,0.539443
38273,Kl,0.967241
313876,S,0.636147
313033,Ad,0.747781
168912,V,0.727854
25919,Kl,0.390475
33100,V,0.999888
166226,V,0.999799
260901,Kl,0.378431
452264,Ad,0.652504
83919,Xt,0.709269
101843,S,0.617148
174899,S,0.8264
402668,C,0.718283
210830,S,0.622561
113149,Kl,0.330749
174297,Kl,0.268511
449059,Ad,0.640321
234539,S,0.537526
154225,Ds,0.659396
171039,Ad,0.368989
291672,V,0.769404
240580,V,0.969094
161539,V,0.999611
92299,Xt,0.290801
331123,S,0.639904
132446,Kl,0.344518
208907,S,0.994899
54878,S,0.989039
222836,S,0.602821
319809,Ad,0.996254
182538,Ad,0.781606
126964,S,0.997918
2010 UB1,Ad,0.937423
228157,S,0.393124
365539,Ad,0.826562
2013 GJ12,Ad,0.985794
258796,V,0.595743
275156,Ad,0.415979
255977,S,0.877275
111662,Ds,0.4631
96918,Ad,0.48336
363431,C,0.685854
52130,S,0.987232
220819,Ad,0.735654
182194,S,0.898019
128928,S,0.613245
148759,Kl,0.24719
404492,C,0.402209
139502,Ad,0.499064
12562,Ds,1.0
155588,S,0.481619
240319,C,0.376474
54942,S,0.781327
415469,S,0.44706
204724,C,0.634248
168503,S,0.936557
142612,S,0.752015
403796,V,0.91129
42515,C,0.698575
403387,S,0.513218
98376,Kl,0.895425
159935,C,0.440193
251147,S,0.716352
155868,Ad,0.431023
45683,Kl,0.961065
397872,S,0.619283
193031,C,0.40183
99532,C,0.572144
313622,Kl,0.276533
95619,S,0.710787
354583,V,0.995426
452040,C,0.574903
93796,S,0.493657
81090,S,0.566377
261692,C,0.718609
401684,Ad,0.999652
208218,V,0.836506
130983,C,0.313983
134485,V,0.586374
68230,C,0.673854
79906,S,0.626678
38744,V,1.0
96890,V,0.999918
146794,C,0.619685
313479,Ad,0.501578
312252,Ad,0.68153
403822,V,0.685422
408690,Bk,0.837165
460206,C,0.237171
303348,Bk,0.735904
365720,S,0.51939
79736,S,0.843145
406292,Ad,0.571604
186105,Ad,0.387334
319148,Ad,0.968539
303349,Ds,0.477233
137136,C,0.685225
89118,S,0.377632
2013 HA14,S,0.534869
454917,Ad,0.846488
151401,S,0.279458
40984,Kl,0.759663
362929,V,0.395448
159277,Ad,0.535225
256266,Ad,0.70447
96152,C,0.944616
214349,C,0.423243
453547,Ad,0.553175
458910,S,0.609064
322173,Ds,0.45332
250234,Ad,0.343029
2011 SE132,S,0.755769
36181,Cgx,0.993069
318706,V,0.599985
260059,Ad,0.686853
487146,Ad,0.457183
217357,C,0.279313
354391,V,0.918426
63469,S,0.602302
247037,S,0.507656
406424,S,0.530053
60103,Ds,0.592321
78691,Ds,0.473877
89712,S,0.911654
155270,C,0.691081
95434,C,0.609478
92023,Kl,0.318693
421888,Ad,0.720488
276908,Kl,0.279266
451279,Ad,0.822402
60134,C,0.338315
46379,V,0.853828
71077,Xt,0.294519
165326,V,0.60883
221436,C,0.533882
7027,C,0.999764
135834,V,0.777592
140528,S,0.634578
452051,C,0.410029
408679,V,0.511494
105236,Ds,0.460776
105872,C,0.213606
65093,V,0.982448
2014 OR250,C,0.539664
401609,V,0.556258
11494,Kl,0.986011
203666,V,0.708796
108334,S,0.997078
8921,V,1.0
320772,Ad,0.688802
84963,Cgx,0.537392
293128,Ad,0.686225
221465,Ad,0.969139
167144,Cgx,0.596771
130898,V,0.988235
168680,S,0.331832
403810,S,0.690721
362356,Cgx,0.631952
203370,S,0.932671
361247,S,0.455067
81641,S,1.0
53294,S,0.941748
214289,S,0.725843
399044,S,0.340161
98303,Kl,0.442493
127405,S,0.995871
390367,Ad,0.31018
90521,S,0.537864
293819,Ds,0.539224
296059,S,0.483317
415474,S,0.542423
400030,V,0.678228
249841,C,0.482366
149247,Ad,0.791649
257662,Ad,0.448187
242212,S,0.381524
212268,S,0.673448
142643,S,0.476693
209598,V,0.556564
91179,Kl,0.752645
154820,Kl,0.340923
95678,S,0.467271
203244,S,0.593348
297555,S,0.669925
86354,Bk,0.725554
113745,S,0.905075
348616,Ad,0.854634
126961,Ad,0.576621
40987,Cgx,0.365965
209179,C,0.723713
18627,Ds,1.0
157733,Ds,0.591319
36179,Ds,1.0
218295,C,0.478974
252823,Ad,0.590871
260297,Cgx,0.298266
81783,S,0.999435
404311,S,0.401485
221499,Ad,0.896952
35414,V,0.999852
168363,S,0.470382
408680,Ad,0.803878
44427,Kl,0.200725
400414,Ad,0.455981
166549,S,0.580277
170306,V,0.543145
174341,C,0.518342
40940,Kl,0.993524
132347,V,0.999956
261356,Ds,0.585773
400341,S,0.416238
160761,S,1.0
94424,S,0.99834
93339,V,0.989023
14273,S,0.999999
37203,Bk,0.600391
327043,Ad,0.527061
46972,S,0.983465
401650,Ad,0.684587
2014 MS64,C,0.235692
165538,Ad,0.992548
325611,C,0.335905
125698,V,0.779831
2009 SU317,S,0.688469
304873,V,0.951186
275297,C,0.414351
260398,Ad,0.549188
452805,V,0.637513
9744,S,1.0
219970,C,0.531554
261738,Ds,0.330947
142512,S,0.978759
257879,S,0.515134
354645,V,0.764766
311156,Kl,0.483583
95601,Kl,0.379048
337337,V,0.426842
254117,Ds,0.305066
174294,S,0.434496
179285,C,0.543053
642,Bk,1.0
33049,V,1.0
95301,Cgx,0.499324
21888,Cgx,0.670015
402146,C,0.517997
61828,S,0.947315
452034,S,0.493574
399768,Ds,0.614849
360747,Ds,0.283473
9636,Ds,0.392377
359024,Ds,0.245861
220864,Ad,0.390831
262787,S,0.377806
358848,Ad,0.634814
149180,Ds,0.403314
292257,Ad,0.803198
50516,S,0.921494
364977,C,0.561754
188673,Kl,0.790985
449800,S,0.339889
179166,Kl,0.554327
123409,Cgx,0.316002
401810,Ds,0.420217
91876,S,0.31605
93974,Cgx,0.483972
252415,Kl,0.223193
258466,S,0.615564
81852,S,0.754879
114238,S,0.51389
5831,Kl,0.999508
148889,S,0.509287
13352,S,0.999998
245202,V,0.988264
169633,Kl,0.475138
249951,S,0.658333
354036,V,0.999983
104407,Ad,0.683006
203379,V,0.999994
364494,C,0.235404
251302,Ds,0.690084
291091,S,0.406273
360987,Ad,0.459433
109526,S,0.998405
40240,Cgx,0.938421
32402,Cgx,0.675368
2787,Xt,0.918861
186641,S,0.561878
268732,S,0.800674
403669,S,0.451374
4747,Cgx,0.932814
40939,S,0.538046
364914,V,0.585793
97671,Ds,0.721215
252518,S,0.872363
91176,S,0.994187
121258,S,0.966528
108690,S,0.91444
331347,S,0.47773
400918,C,0.577278
299362,Ds,0.383143
399573,V,0.516872
248219,S,0.620335
95953,Kl,0.597862
31551,S,0.960124
205806,V,0.987868
252536,V,0.588249
399609,Ad,0.594891
60896,Cgx,0.765667
26680,S,0.858145
95379,V,0.766084
10543,S,1.0
186189,V,0.591923
258934,S,0.705317
162284,Ds,0.883764
64944,S,0.591409
200699,C,0.278885
300252,Ad,0.935889
359632,S,0.512354
125150,Ad,0.410257
110804,Bk,0.447798
203337,S,0.443478
253851,S,0.75752
359248,Ad,0.335955
162518,V,1.0
360543,C,0.41858
359380,V,0.817352
358625,Ad,0.465358
120714,S,0.987388
75629,Ad,1.0
180184,Cgx,0.570714
361589,V,0.996036
125236,Ad,0.516585
458204,S,0.55476
96698,V,0.999998
157413,Kl,0.323418
249866,V,0.970431
100088,S,0.281706
411667,C,0.681233
264909,S,0.480981
408804,Ad,0.475252
301046,S,0.396125
36761,V,1.0
66078,Cgx,0.535327
43172,C,0.84619
105574,Ad,1.0
33505,S,0.774665
255160,S,0.402315
97328,Ad,0.96248
51256,C,0.507897
177975,S,0.415356
1226,Cgx,0.572588
216928,S,0.668491
210829,S,0.994906
71654,Ds,0.544542
452055,Kl,0.300921
412113,Ds,0.470678
295797,Ad,0.689299
2007 US13,Ad,0.754091
131903,V,0.961435
4184,S,1.0
402821,Ad,0.603378
264354,S,0.543189
94019,S,0.503474
55269,S,0.71901
12995,S,1.0
186232,Ad,0.898787
415486,Ad,0.447675
110896,S,0.46017
45942,V,1.0
399412,Ad,0.87481
310852,Ad,0.857016
360589,S,0.574113
137056,S,0.648689
27067,S,1.0
132454,V,0.987559
221410,C,0.660143
402559,S,0.495126
143924,S,0.882028
3604,Cgx,0.367811
91980,S,0.786658
258711,C,0.259012
53834,S,0.931906
25145,C,0.687362
457965,C,0.46371
306773,C,0.379909
250629,S,0.557739
176807,S,0.92777
408708,Ad,0.453989
57139,S,0.999343
249964,Ad,0.97433
46880,S,0.553805
66249,S,0.999989
125441,Kl,0.419627
16965,S,0.999994
94779,S,0.909116
46886,S,0.999589
293939,Ad,0.45577
40378,V,1.0
27697,S,0.944645
166973,V,1.0
301112,S,0.963622
54628,Ds,0.635679
119969,V,0.838472
65331,C,0.562209
108091,S,0.724442
13313,Kl,0.294192
243137,V,0.994315
283539,S,0.916536
150641,S,0.817098
404143,V,0.647475
355261,V,0.706889
170309,V,1.0
315143,Ad,0.909774
2014 ON252,S,0.703383
46017,V,0.982416
220821,S,0.494374
70500,S,0.999869
401125,Ad,0.496921
5150,V,1.0
12350,S,1.0
90761,S,0.570732
176897,Ds,0.354209
106073,S,0.590968
157198,Bk,0.664248
11159,Kl,0.569738
16213,Cgx,0.51301
361191,S,0.907592
405430,Kl,0.326162
103976,Ds,0.38613
309914,V,0.887759
6397,S,1.0
2010 VX203,Ad,0.501492
27152,S,1.0
71610,Ds,0.795969
454448,Bk,0.612021
88850,S,0.300054
207097,V,0.828907
2014 OF41,Ad,0.391293
256203,Ad,0.501705
2014 OB336,S,0.700935
172478,C,0.583028
43796,V,0.973839
260192,C,0.214415
421542,Ad,0.787666
109920,S,0.885693
57174,S,0.387672
406536,Ad,0.575875
306480,Ds,0.335509
401717,Ad,0.839902
215438,C,0.510201
150525,C,0.86382
298939,Ad,0.723641
2013 DE5,V,0.944053
94350,Kl,0.401845
259106,Ad,0.520521
88958,V,1.0
297793,S,0.527433
315111,C,0.604778
314751,Ad,0.820809
610,Kl,0.999998
285823,S,0.543538
16394,S,1.0
260311,Ds,0.364689
90788,V,0.999159
58139,C,0.330795
205400,Ad,0.844457
165329,S,0.418641
449293,Kl,0.266106
132266,S,0.265621
72585,Kl,0.690032
401886,S,0.635466
403159,C,0.538894
240305,V,0.813594
305665,Ad,0.821362
193769,S,0.999997
31677,V,1.0
312372,Ad,0.604128
217820,Ds,0.428438
28174,S,0.973278
403168,Ad,0.65409
25263,Kl,0.866803
153497,Ds,0.388141
279726,C,0.83513
409410,V,0.359683
